effect,coef,se,p,horizon,n,p_fdr
growth_stocks:pb_value,-4.1691921974251285,3.6996785774210292,0.25978197365852684,xret_T+126d,55410,0.6489888304594361
eps_growth:fcf_margin,1.7978734397568672,1.5978296016276348,0.260505467215985,xret_T+126d,55410,0.6493622217506765
not_distress:debt_reduction,1.7432440174280077,1.5548627947521185,0.2622213923055099,xret_T+126d,55410,0.6500252523941441
reversal_weekly:net_debt_ebitda,1.8841071685241757,1.6971502887090093,0.2669303896108707,xret_T+126d,55410,0.6555093910760896
small_cap_growth:pead_positive_surprise,10.17481609965447,9.281005636179687,0.27294517044241784,xret_T+126d,55410,0.6616472162978574
small_cap_growth:net_margin,5.850136048918214,5.33263611609379,0.2726221916058841,xret_T+126d,55410,0.6616472162978574
not_distress:fcf_yield,-1.2029852070708285,1.1005024905977954,0.2743395502796958,xret_T+126d,55410,0.6638408354479948
coffee_can:peg_value,3.134191874379702,2.875415475456116,0.2757148282817461,xret_T+126d,55410,0.6653008905882792
fcf_yield:roic_value,-1.2482623287045997,1.144404075861263,0.27538152493441626,xret_T+126d,55410,0.6653008905882792
graham_10y:pb_value,-1.090315901533035,1.0082445269881402,0.27951910256930734,xret_T+126d,55410,0.669049442459772
capacity_expansion:growth_stocks,-3.1521027828416206,2.9220571881962667,0.2807093238545283,xret_T+126d,55410,0.6699900981491685
below_200dma:ev_sales,-2.3664618358247687,2.207826442199483,0.2837867876835082,xret_T+126d,55410,0.6700970823437111
piotroski:coffee_can,-2.337718381280591,2.1686222508521253,0.28104536360393184,xret_T+126d,55410,0.6700970823437111
growth_stocks:reversal_weekly,-9.241812089946253,8.606672595633185,0.2829140458524252,xret_T+126d,55410,0.6700970823437111
net_margin:net_debt_ebitda,1.4367814855035679,1.34038392015932,0.2837569200499669,xret_T+126d,55410,0.6700970823437111
magic_formula:pead_positive_surprise,-4.209844642749692,3.962209510542093,0.28800909722162693,xret_T+126d,55410,0.6743063705266673
operating_margin:roic_value,1.6500732058883845,1.5553074073069975,0.2887214460151877,xret_T+126d,55410,0.6743063705266673
golden_cross:magic_formula,2.1062496496178973,2.0163854083190706,0.2962231397891202,xret_T+126d,55410,0.6819281062941179
roce_plus:graham_10y,2.1323792712210583,2.039291371856231,0.2957239581281017,xret_T+126d,55410,0.6819281062941179
